Experiment1_1
"True, True, True, True, True, True, True"
Position,N,S,E,W
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 45.882284999999996, 60.94925525527936, 47.1175995, 47.2764943962161
"(2, 3)", 67.22427486136627, -9.728857458692497, 0, 0
"(2, 4)", -3.7428596982499993, 0, 52.35616307549999, -11.252726109845778
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 56.419002732999985, 37.78816314775
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 37.99499999999999, 0, 0, 59.42979195499999
"True, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, -2.8, -2.2, 0
"(0, 1)", -2.2, 11.05, 0, 0
"(0, 2)", 26.674999999999997, 15.0, 15.0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, -1.0, -2.4
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, -1.0, 5.8
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, -2.55, 0
"(2, 1)", 0, -1.0, -2.1, 0
"(2, 2)", 0, -1.0, -1.7, -1.7
"(2, 3)", -2.55, 0, -1.5, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, -1.0, -10.208394999999998, -1.0
"(3, 1)", -2.2, 0, -2.2, -2.2
"(3, 2)", -1.0, -1.7, -3.635, -1.0
"(3, 3)", -1.5, 0, 0, -1.7
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, -3.4475, 0, -8.326849999999999
"(4, 1)", -2.025, -2.2, 0, -3.04
"(4, 2)", -1.0, -1.7, 0, -5.781999999999999
"(4, 3)", -3.0999999999999996, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 24.75, 15.0, 0
"(0, 1)", -2.19, -1.5, 0, 0
"(0, 2)", -2.19, -1.0, 0, 0
"(0, 3)", -2.2, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, -1.5
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, -1.5, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 15.0, 15.0
"(2, 3)", -1.7, -2.69, 0, 0
"(2, 4)", -3.6399999999999997, 0, -1.0, -1.0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, -1.0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 15.0, 0, 0, 0
"True, True, True, True, True, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, True, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, True, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, True, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, -1.5, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 14.5, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, -1.0, -1.0
"(3, 3)", 0, -1.0, 0, 0
"(3, 4)", 0, 0, 0, -1.0
"(4, 0)", 0, -1.0, 0, 0
"(4, 1)", -1.0, -1.0, 0, 0
"(4, 2)", -1.0, -1.0, 0, 0
"(4, 3)", 0, 0, 0, -1.0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, False, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, -1.0, 0, 0
"(0, 2)", 0, -1.0, -1.0, 0
"(0, 3)", -1.0, -1.0, 0, 0
"(0, 4)", -1.5, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, -1.0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 15.0, 15.0, 0
"(2, 3)", -1.0, 0, 0, 0
"(2, 4)", -1.0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, -1.0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, True, False"
Position,N,S,E,W
"(0, 0)", 0, -2.8, -4.3525, 0
"(0, 1)", -3.94, 0, -1.5, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 15.0, 0, 0, 0
"(1, 0)", 0, -7.437312499999999, -1.7, -3.275
"(1, 1)", -6.0268749999999995, -1.7, -1.0, -1.7
"(1, 2)", -1.85, -1.0, -1.0, 0
"(1, 3)", 0, -1.0, 0, 0
"(1, 4)", 0, 0, 0, -1.0
"(2, 0)", 0, -2.4, 0, -3.6875
"(2, 1)", -1.0, -2.8, -1.0, -2.55
"(2, 2)", -3.04, 0, -1.0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, -1.5
"(3, 2)", 0, -1.0, 0, -1.0
"(3, 3)", -1.0, -1.0, 0, 0
"(3, 4)", -1.0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, False, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, -1.0, 0, 0
"(0, 2)", 0, 0, -1.7, 0
"(0, 3)", -1.0, -1.0, 0, 0
"(0, 4)", -1.5, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 5.8, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 15.0, 0, 0, 15.0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, False, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, False, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, False, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, False, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, False, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 15.0, 15.0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 5.8
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, -1.7
"(2, 3)", -1.0, 0, 0, 0
"(2, 4)", -1.0, 0, -1.5, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, -1.5
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, -2.05, -1.7
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, -1.0, 0, 0
"(4, 4)", 0, 0, 0, -2.19
"False, True, True, False, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, -1.0, 0, 0
"(0, 3)", -1.0, -1.0, 0, 0
"(0, 4)", 0, 0, -1.0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, -1.0, 0
"(1, 4)", -1.0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 15.0, 0
"(2, 3)", -1.0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, False, True, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, False, True, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, False, True, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, False, True, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, False, False, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
